sale_id;customer_id;product_id;sale_date;total;rating
10295;45;2;21/09/2025;20000;5
191;45;21;21/01/2024;65000;4
256;45;24;26/01/2024;25000;4
2635;45;24;01/09/2024;25000;5
2914;45;23;10/09/2024;55000;5
4780;45;5;13/11/2024;27000;4
5728;45;3;16/12/2024;22000;4
1435;45;14;10/05/2024;28000;5
2231;45;28;25/07/2024;200000;4
5646;45;7;12/12/2024;29000;4
10274;45;2;19/09/2025;20000;4
8258;45;4;10/03/2025;24000;4
3069;45;21;16/09/2024;65000;4
6640;45;1;16/01/2025;18000;4
8651;45;3;24/03/2025;22000;4
580;46;27;24/02/2024;250000;4
1647;46;6;31/05/2024;27000;4
2124;46;10;17/07/2024;29000;5
2819;46;24;07/09/2024;25000;4
6966;46;1;28/01/2025;18000;4
8979;46;1;15/04/2025;18000;5
714;46;5;07/03/2024;27000;4
1128;46;2;14/04/2024;20000;5
1480;46;28;14/05/2024;200000;4
1561;46;24;22/05/2024;25000;4
2085;46;14;13/07/2024;28000;5
2488;46;24;20/08/2024;25000;5
3108;46;23;17/09/2024;55000;4
3774;46;10;08/10/2024;29000;4
4332;46;1;29/10/2024;18000;4
4377;46;5;31/10/2024;27000;5
5460;46;4;06/12/2024;24000;5
8648;46;2;24/03/2025;20000;5
9365;46;2;25/05/2025;20000;5
9668;46;1;03/07/2025;18000;4
2074;46;10;12/07/2024;29000;5
2386;46;24;10/08/2024;25000;5
2441;46;24;15/08/2024;25000;5
3043;46;22;15/09/2024;110000;5
6303;46;14;04/01/2025;28000;4
688;46;24;04/03/2024;25000;4
2035;46;16;08/07/2024;28000;4
2876;46;23;09/09/2024;55000;5
3220;46;24;20/09/2024;25000;4
10037;46;2;20/08/2025;20000;4
4634;46;6;08/11/2024;27000;4
5108;46;11;24/11/2024;25000;4
9096;46;1;28/04/2025;18000;5
9425;46;2;31/05/2025;20000;4
7453;46;3;13/02/2025;22000;4
304;47;24;30/01/2024;25000;4
972;47;18;31/03/2024;22000;4
5272;47;9;30/11/2024;30000;5
5438;47;2;05/12/2024;20000;4
6307;47;14;04/01/2025;28000;4
8015;47;4;02/03/2025;24000;4
9758;47;3;15/07/2025;22000;4
663;47;9;03/03/2024;30000;4
1514;47;27;17/05/2024;250000;4
1859;47;12;20/06/2024;22000;4
2145;47;5;19/07/2024;27000;5
2983;47;21;13/09/2024;65000;5
4745;47;4;12/11/2024;24000;5
5672;47;10;13/12/2024;29000;4
9619;47;2;27/06/2025;20000;4
10212;47;2;12/09/2025;20000;5
1491;47;8;16/05/2024;30000;5
4728;47;10;11/11/2024;29000;5
3924;47;1;14/10/2024;18000;5
5538;47;9;08/12/2024;30000;4
9296;47;4;16/05/2025;24000;5
2019;47;13;07/07/2024;25000;4
2106;47;24;15/07/2024;25000;5
9362;47;1;25/05/2025;18000;5
447;48;12;13/02/2024;22000;5
1085;48;23;09/04/2024;55000;5
1722;48;1;06/06/2024;18000;5
2396;48;24;11/08/2024;25000;4
2414;48;24;12/08/2024;25000;4
2934;48;21;11/09/2024;65000;5
3104;48;23;17/09/2024;55000;4
4954;48;2;19/11/2024;20000;5
5041;48;3;22/11/2024;22000;5
5387;48;3;03/12/2024;22000;5
9471;48;2;07/06/2025;20000;4
9840;48;4;26/07/2025;24000;5
10073;48;4;23/08/2025;24000;5
2041;48;2;09/07/2024;20000;4
2718;48;24;04/09/2024;25000;5
5541;48;10;08/12/2024;29000;4
5562;48;7;09/12/2024;29000;5
7230;48;1;07/02/2025;18000;5
970;48;13;31/03/2024;25000;4
1571;48;9;23/05/2024;30000;4
1627;48;1;29/05/2024;18000;4
2870;48;22;09/09/2024;110000;5
3361;48;22;25/09/2024;110000;4
3252;48;24;21/09/2024;25000;5
6256;48;14;02/01/2025;28000;4
667;48;19;03/03/2024;18000;4
8260;48;4;10/03/2025;24000;4
8688;48;3;25/03/2025;22000;5
8705;48;2;26/03/2025;20000;4
9540;48;2;17/06/2025;20000;5
10343;48;4;26/09/2025;24000;5
1635;48;24;29/05/2024;25000;5
1064;49;11;08/04/2024;25000;4
1347;49;19;03/05/2024;18000;4
1367;49;20;04/05/2024;22000;4
2125;49;13;17/07/2024;25000;4
2248;49;8;27/07/2024;30000;5
2634;49;24;01/09/2024;25000;5
3752;49;7;07/10/2024;29000;5
4583;49;8;06/11/2024;30000;5
5400;49;8;03/12/2024;30000;5
7219;49;4;06/02/2025;24000;4
7601;49;4;18/02/2025;24000;5
8464;49;4;17/03/2025;24000;5
8617;49;2;23/03/2025;20000;4
8838;49;1;31/03/2025;18000;5
8859;49;4;31/03/2025;24000;5
9393;49;2;27/05/2025;20000;5
10184;49;2;07/09/2025;20000;4
80;49;8;10/01/2024;30000;4
405;49;14;09/02/2024;28000;4
422;49;20;10/02/2024;22000;5
594;49;3;26/02/2024;22000;5
680;49;14;04/03/2024;28000;5
2720;49;24;04/09/2024;25000;4
3464;49;24;28/09/2024;25000;5
3675;49;7;05/10/2024;29000;4
3851;49;7;11/10/2024;29000;5
5624;49;8;11/12/2024;30000;5
8333;49;3;13/03/2025;22000;5
8589;49;2;22/03/2025;20000;4
10371;49;2;30/09/2025;20000;5
2767;49;24;06/09/2024;25000;4
3332;49;22;24/09/2024;110000;5
3919;49;11;13/10/2024;25000;5
4751;49;6;12/11/2024;27000;4
7001;49;2;29/01/2025;20000;5
10333;49;4;25/09/2025;24000;5
4643;49;11;08/11/2024;25000;5
7411;49;2;12/02/2025;20000;4
2705;49;24;04/09/2024;25000;5
6079;49;14;27/12/2024;28000;4
745;49;22;09/03/2024;110000;5
1855;49;12;19/06/2024;22000;5
4095;49;8;20/10/2024;30000;5
9713;49;2;09/07/2025;20000;4
445;50;7;13/02/2024;29000;5
1516;50;10;18/05/2024;29000;4
6919;50;2;26/01/2025;20000;4
7280;50;3;08/02/2025;22000;4
9132;50;3;01/05/2025;22000;5
10373;50;3;30/09/2025;22000;5
1805;50;28;13/06/2024;200000;5
2284;50;1;31/07/2024;18000;5
4063;50;4;19/10/2024;24000;5
4253;50;6;26/10/2024;27000;4
5449;50;8;05/12/2024;30000;5
5958;50;14;23/12/2024;28000;4
6759;50;3;20/01/2025;22000;4
6951;50;2;27/01/2025;20000;4
8343;50;1;14/03/2025;18000;5
8860;50;4;31/03/2025;24000;4
9919;50;4;05/08/2025;24000;4
10078;50;3;24/08/2025;22000;4
10096;50;1;27/08/2025;18000;4
644;50;5;02/03/2024;27000;4
814;50;17;15/03/2024;27000;4
4717;50;5;11/11/2024;27000;4
4963;50;5;19/11/2024;27000;5
5587;50;4;10/12/2024;24000;4
8162;50;2;07/03/2025;20000;5
9830;50;3;25/07/2025;22000;4
2404;50;24;11/08/2024;25000;4
4546;50;6;05/11/2024;27000;4
7915;50;1;01/03/2025;18000;5
1354;50;3;04/05/2024;22000;5
9697;50;2;07/07/2025;20000;5
1649;50;17;31/05/2024;27000;5
3991;50;4;16/10/2024;24000;4
5824;50;5;19/12/2024;27000;5
8077;50;4;04/03/2025;24000;4
738;51;9;09/03/2024;30000;4
2010;51;5;06/07/2024;27000;4
5318;51;8;01/12/2024;30000;4
6634;51;4;15/01/2025;24000;5
7692;51;2;22/02/2025;20000;4
7735;51;1;24/02/2025;18000;4
9671;51;4;03/07/2025;24000;5
10116;51;4;29/08/2025;24000;4
501;51;25;17/02/2024;75000;5
559;51;9;23/02/2024;30000;4
2032;51;9;08/07/2024;30000;5
2159;51;12;20/07/2024;22000;5
3004;51;21;14/09/2024;65000;5
3091;51;21;17/09/2024;65000;4
3410;51;21;27/09/2024;65000;5
4203;51;6;24/10/2024;27000;4
4406;51;7;01/11/2024;29000;4
5406;51;2;04/12/2024;20000;4
5581;51;3;10/12/2024;22000;5
5981;51;14;24/12/2024;28000;4
6526;51;2;12/01/2025;20000;5
7111;51;3;02/02/2025;22000;5
7957;51;4;01/03/2025;24000;4
8713;51;3;26/03/2025;22000;5
9547;51;1;18/06/2025;18000;4
9640;51;1;30/06/2025;18000;5
10058;51;2;22/08/2025;20000;4
132;51;5;16/01/2024;27000;5
1210;51;18;22/04/2024;22000;5
1357;51;8;04/05/2024;30000;4
3558;51;23;01/10/2024;55000;4
4016;51;7;17/10/2024;29000;4
5546;51;2;09/12/2024;20000;5
8510;51;2;19/03/2025;20000;4
9721;51;2;10/07/2025;20000;4
10356;51;4;28/09/2025;24000;4
6141;51;14;29/12/2024;28000;4
2327;51;24;03/08/2024;25000;5
9781;51;3;19/07/2025;22000;5
1306;51;26;30/04/2024;175000;4
3890;51;9;12/10/2024;30000;4
5744;51;8;16/12/2024;30000;5
7471;51;1;14/02/2025;18000;5
7525;51;2;16/02/2025;20000;4
9380;51;3;26/05/2025;22000;5
1897;52;24;24/06/2024;25000;5
2110;52;9;16/07/2024;30000;4
3408;52;24;26/09/2024;25000;4
3644;52;5;04/10/2024;27000;5
4070;52;5;19/10/2024;27000;5
5005;52;10;20/11/2024;29000;4
5210;52;7;28/11/2024;29000;4
6811;52;1;22/01/2025;18000;4
7656;52;2;21/02/2025;20000;5
8271;52;2;11/03/2025;20000;5
9553;52;3;18/06/2025;22000;4
221;52;7;24/01/2024;29000;4
543;52;9;22/02/2024;30000;4
787;52;8;13/03/2024;30000;4
1163;52;20;17/04/2024;22000;4
1497;52;22;16/05/2024;110000;4
1821;52;9;15/06/2024;30000;4
2322;52;24;03/08/2024;25000;4
3090;52;21;17/09/2024;65000;5
3599;52;21;02/10/2024;65000;4
3711;52;7;06/10/2024;29000;5
5156;52;9;26/11/2024;30000;5
6065;52;14;26/12/2024;28000;5
6665;52;4;16/01/2025;24000;4
8810;52;4;29/03/2025;24000;4
10135;52;1;03/09/2025;18000;5
1042;52;15;06/04/2024;30000;4
1117;52;2;13/04/2024;20000;5
1240;52;27;24/04/2024;250000;4
1763;52;8;09/06/2024;30000;4
2176;52;13;21/07/2024;25000;4
2527;52;24;24/08/2024;25000;4
2607;52;24;31/08/2024;25000;4
2951;52;23;11/09/2024;55000;5
3089;52;21;17/09/2024;65000;4
3287;52;24;22/09/2024;25000;4
4171;52;5;23/10/2024;27000;4
4435;52;4;02/11/2024;24000;5
4587;52;11;06/11/2024;25000;4
4688;52;7;10/11/2024;29000;5
6327;52;14;05/01/2025;28000;4
6666;52;4;16/01/2025;24000;5
3633;52;11;03/10/2024;25000;4
2055;52;15;10/07/2024;30000;5
5955;52;14;23/12/2024;28000;5
5996;52;14;24/12/2024;28000;5
6040;52;14;26/12/2024;28000;4
6795;52;2;21/01/2025;20000;5
9515;52;1;14/06/2025;18000;5
3616;52;4;03/10/2024;24000;4
3293;53;21;23/09/2024;65000;5
3324;53;24;23/09/2024;25000;4
8304;53;2;12/03/2025;20000;4
430;53;17;11/02/2024;27000;5
1415;53;6;09/05/2024;27000;5
2364;53;24;08/08/2024;25000;4
3093;53;21;17/09/2024;65000;5
3190;53;24;19/09/2024;25000;5
3430;53;24;27/09/2024;25000;5
3885;53;8;12/10/2024;30000;5
5781;53;1;18/12/2024;18000;4
6299;53;14;04/01/2025;28000;4
6699;53;2;18/01/2025;20000;4
7024;53;4;29/01/2025;24000;4
7826;53;1;27/02/2025;18000;5
7904;53;4;28/02/2025;24000;4
9243;53;3;11/05/2025;22000;5
1095;53;7;10/04/2024;29000;5
3274;53;23;22/09/2024;55000;4
4965;53;6;19/11/2024;27000;4
7895;53;3;28/02/2025;22000;4
701;53;19;05/03/2024;18000;4
3202;53;21;20/09/2024;65000;5
1963;53;26;01/07/2024;175000;5
3307;53;23;23/09/2024;55000;4
7198;53;1;06/02/2025;18000;5
3133;53;22;18/09/2024;110000;4
10145;53;4;03/09/2025;24000;4
1291;54;22;28/04/2024;110000;5
3569;54;24;01/10/2024;25000;5
3971;54;7;15/10/2024;29000;4
4152;54;10;22/10/2024;29000;5
4425;54;1;02/11/2024;18000;4
6331;54;14;05/01/2025;28000;5
7403;54;2;12/02/2025;20000;4
8061;54;2;04/03/2025;20000;4
8128;54;1;06/03/2025;18000;5
8347;54;1;14/03/2025;18000;5
8366;54;4;14/03/2025;24000;5
8921;54;2;07/04/2025;20000;4
9109;54;1;30/04/2025;18000;5
1130;54;9;14/04/2024;30000;4
1625;54;26;28/05/2024;175000;4
2778;54;24;06/09/2024;25000;4
5176;54;5;27/11/2024;27000;4
6591;54;1;14/01/2025;18000;4
7740;54;1;24/02/2025;18000;4
8135;54;2;06/03/2025;20000;5
8249;54;2;10/03/2025;20000;4
8548;54;4;20/03/2025;24000;5
8842;54;2;31/03/2025;20000;4
9104;54;4;28/04/2025;24000;4
1168;54;10;18/04/2024;29000;5
2539;54;24;25/08/2024;25000;5
4701;54;10;10/11/2024;29000;5
4796;54;10;13/11/2024;29000;5
7912;54;1;01/03/2025;18000;5
8349;54;1;14/03/2025;18000;5
8923;54;4;07/04/2025;24000;5
10318;54;4;24/09/2025;24000;4
3639;54;2;04/10/2024;20000;4
5710;54;6;15/12/2024;27000;5
8145;54;3;06/03/2025;22000;5
8975;54;3;14/04/2025;22000;5
3049;54;23;15/09/2024;55000;5
3096;54;22;17/09/2024;110000;4
5209;54;5;28/11/2024;27000;4
2405;54;24;12/08/2024;25000;5
7775;54;2;25/02/2025;20000;4
963;55;2;31/03/2024;20000;5
1601;55;17;26/05/2024;27000;5
3682;55;8;05/10/2024;30000;5
4761;55;9;12/11/2024;30000;5
5407;55;3;04/12/2024;22000;5
7096;55;4;01/02/2025;24000;5
7474;55;2;14/02/2025;20000;4
9391;55;2;27/05/2025;20000;5
557;55;6;23/02/2024;27000;5
2025;55;25;07/07/2024;75000;5
2976;55;24;12/09/2024;25000;4
3715;55;9;06/10/2024;30000;4
4769;55;2;13/11/2024;20000;4
5899;55;14;21/12/2024;28000;5
6339;55;14;05/01/2025;28000;5
10222;55;1;13/09/2025;18000;4
401;55;6;09/02/2024;27000;4
677;55;7;04/03/2024;29000;4
1125;55;25;13/04/2024;75000;4
4404;55;6;01/11/2024;27000;4
4471;55;4;03/11/2024;24000;4
120;55;22;14/01/2024;110000;5
1768;55;2;10/06/2024;20000;5
4494;55;1;04/11/2024;18000;5
1327;55;24;01/05/2024;25000;5
4710;55;1;11/11/2024;18000;4
5324;55;9;01/12/2024;30000;4
8228;55;3;09/03/2025;22000;4
8487;55;4;18/03/2025;24000;4
8906;55;2;05/04/2025;20000;4
658;56;27;02/03/2024;250000;4
1088;56;26;09/04/2024;175000;4
3238;56;22;21/09/2024;110000;4
4514;56;10;04/11/2024;29000;4
6000;56;14;24/12/2024;28000;5
9692;56;4;05/07/2025;24000;5
1262;56;23;26/04/2024;55000;5
2653;56;24;02/09/2024;25000;4
2677;56;24;03/09/2024;25000;5
3584;56;4;02/10/2024;24000;5
6154;56;14;29/12/2024;28000;5
6855;56;4;23/01/2025;24000;5
7285;56;3;08/02/2025;22000;5
7458;56;4;13/02/2025;24000;4
10006;56;3;14/08/2025;22000;5
1594;56;26;25/05/2024;175000;5
2077;56;16;12/07/2024;28000;4
3572;56;24;01/10/2024;25000;4
3780;56;2;09/10/2024;20000;4
3781;56;2;09/10/2024;20000;5
6239;56;14;02/01/2025;28000;5
18;56;6;03/01/2024;27000;5
5271;56;8;30/11/2024;30000;5
6086;56;14;27/12/2024;28000;5
9105;56;1;29/04/2025;18000;4
1258;56;16;26/04/2024;28000;5
3360;56;22;25/09/2024;110000;5
7742;56;2;24/02/2025;20000;4
298;56;16;30/01/2024;28000;5
6683;56;3;17/01/2025;22000;4
8030;56;1;03/03/2025;18000;4
9081;56;4;25/04/2025;24000;4
812;57;9;15/03/2024;30000;5
1310;57;28;30/04/2024;200000;4
1567;57;1;23/05/2024;18000;5
1580;57;7;24/05/2024;29000;4
1689;57;20;03/06/2024;22000;5
3658;57;8;04/10/2024;30000;4
4301;57;1;28/10/2024;18000;5
6289;57;14;03/01/2025;28000;5
6726;57;2;19/01/2025;20000;5
7092;57;3;01/02/2025;22000;5
7145;57;4;03/02/2025;24000;5
8691;57;3;25/03/2025;22000;5
9143;57;1;02/05/2025;18000;4
2031;57;9;08/07/2024;30000;5
2897;57;21;10/09/2024;65000;5
3086;57;24;16/09/2024;25000;4
4632;57;5;08/11/2024;27000;4
6089;57;14;28/12/2024;28000;4
6765;57;3;20/01/2025;22000;5
7375;57;3;11/02/2025;22000;5
7726;57;4;23/02/2025;24000;4
8672;57;1;25/03/2025;18000;4
13;57;22;02/01/2024;110000;5
228;57;16;24/01/2024;28000;5
665;57;10;03/03/2024;29000;5
1289;57;15;28/04/2024;30000;5
1671;57;11;02/06/2024;25000;4
3950;57;9;14/10/2024;30000;5
3118;57;21;18/09/2024;65000;5
3243;57;22;21/09/2024;110000;4
7917;57;1;01/03/2025;18000;4
3235;57;22;21/09/2024;110000;5
4763;57;11;12/11/2024;25000;5
8639;57;1;24/03/2025;18000;5
8367;57;4;14/03/2025;24000;4
9415;57;3;30/05/2025;22000;5
372;58;28;05/02/2024;200000;4
1461;58;12;13/05/2024;22000;5
4116;58;7;21/10/2024;29000;5
5712;58;7;15/12/2024;29000;5
5808;58;10;18/12/2024;29000;4
6175;58;14;31/12/2024;28000;4
7038;58;3;30/01/2025;22000;4
7562;58;4;17/02/2025;24000;5
8846;58;2;31/03/2025;20000;5
9602;58;4;24/06/2025;24000;5
9785;58;4;19/07/2025;24000;4
9834;58;2;26/07/2025;20000;4
611;58;12;27/02/2024;22000;4
924;58;14;27/03/2024;28000;5
3328;58;21;24/09/2024;65000;5
3371;58;23;25/09/2024;55000;4
3375;58;24;25/09/2024;25000;5
4211;58;9;24/10/2024;30000;4
5242;58;8;29/11/2024;30000;4
5330;58;10;01/12/2024;29000;4
6467;58;14;09/01/2025;28000;5
7191;58;4;05/02/2025;24000;5
7631;58;1;20/02/2025;18000;5
181;58;3;20/01/2024;22000;5
510;58;10;19/02/2024;29000;5
1489;58;26;15/05/2024;175000;5
1753;58;14;08/06/2024;28000;4
2304;58;22;01/08/2024;110000;5
2810;58;24;07/09/2024;25000;4
3443;58;21;28/09/2024;65000;5
4329;58;11;28/10/2024;25000;4
4808;58;4;14/11/2024;24000;4
5891;58;14;21/12/2024;28000;5
540;58;2;22/02/2024;20000;5
4006;58;11;16/10/2024;25000;5
8193;58;2;08/03/2025;20000;4
3169;58;22;19/09/2024;110000;4
4750;58;6;12/11/2024;27000;4
7578;58;1;18/02/2025;18000;5
3601;58;21;02/10/2024;65000;4
209;59;16;23/01/2024;28000;4
288;59;1;30/01/2024;18000;4
1275;59;24;27/04/2024;25000;5
1948;59;9;01/07/2024;30000;5
2442;59;24;15/08/2024;25000;5
2533;59;24;25/08/2024;25000;5
3259;59;21;22/09/2024;65000;5
3754;59;8;07/10/2024;30000;5
3911;59;6;13/10/2024;27000;5
4127;59;1;22/10/2024;18000;5
5433;59;1;05/12/2024;18000;4
7162;59;3;04/02/2025;22000;5
8381;59;1;15/03/2025;18000;4
8673;59;1;25/03/2025;18000;4
8788;59;2;29/03/2025;20000;4
8843;59;2;31/03/2025;20000;5
2917;59;23;10/09/2024;55000;4
2930;59;24;10/09/2024;25000;4
3898;59;2;13/10/2024;20000;5
5256;59;2;30/11/2024;20000;4
5383;59;2;03/12/2024;20000;5
6442;59;14;08/01/2025;28000;4
45;59;20;05/01/2024;22000;5
2048;59;20;09/07/2024;22000;5
2698;59;24;04/09/2024;25000;4
2780;59;24;06/09/2024;25000;4
2803;59;24;07/09/2024;25000;4
2910;59;22;10/09/2024;110000;5
4046;59;8;18/10/2024;30000;4
4906;59;10;17/11/2024;29000;5
5549;59;2;09/12/2024;20000;5
5942;59;14;22/12/2024;28000;4
5945;59;14;23/12/2024;28000;4
8150;59;1;07/03/2025;18000;5
275;59;16;28/01/2024;28000;5
2057;59;16;10/07/2024;28000;4
8480;59;3;18/03/2025;22000;5
9876;59;4;01/08/2025;24000;5
4284;59;7;27/10/2024;29000;5
4418;59;10;01/11/2024;29000;4
569;60;5;24/02/2024;27000;4
653;60;21;02/03/2024;65000;5
1164;60;24;17/04/2024;25000;4
2708;60;24;04/09/2024;25000;5
3568;60;24;01/10/2024;25000;4
3585;60;6;02/10/2024;27000;4
4572;60;4;06/11/2024;24000;5
6706;60;3;18/01/2025;22000;4
7139;60;4;03/02/2025;24000;5
8103;60;3;05/03/2025;22000;5
9893;60;4;03/08/2025;24000;4
10125;60;4;31/08/2025;24000;5
485;60;4;16/02/2024;24000;5
992;60;4;02/04/2024;24000;5
1080;60;12;09/04/2024;22000;5
1432;60;11;10/05/2024;25000;5
3290;60;24;22/09/2024;25000;5
3399;60;23;26/09/2024;55000;5
3606;60;23;02/10/2024;55000;5
5776;60;11;17/12/2024;25000;4
5873;60;14;20/12/2024;28000;5
7209;60;2;06/02/2025;20000;4
8079;60;4;04/03/2025;24000;4
10236;60;1;14/09/2025;18000;5
350;60;7;03/02/2024;29000;5
3974;60;9;15/10/2024;30000;4
4845;60;4;15/11/2024;24000;4
8321;60;1;13/03/2025;18000;5
9842;60;2;27/07/2025;20000;4
1485;60;12;15/05/2024;22000;5
6848;60;3;23/01/2025;22000;5
7420;60;3;12/02/2025;22000;4
5948;60;14;23/12/2024;28000;4
7835;60;3;27/02/2025;22000;4
489;60;12;16/02/2024;22000;5
1630;60;9;29/05/2024;30000;5
3514;60;22;30/09/2024;110000;4
5371;60;10;02/12/2024;29000;4
5964;60;14;23/12/2024;28000;4
2321;61;24;03/08/2024;25000;5
4084;61;1;20/10/2024;18000;4
4213;61;9;24/10/2024;30000;4
5600;61;9;10/12/2024;30000;5
5639;61;5;12/12/2024;27000;5
6736;61;3;19/01/2025;22000;5
6980;61;3;28/01/2025;22000;4
7082;61;2;01/02/2025;20000;5
7767;61;2;25/02/2025;20000;5
7980;61;2;02/03/2025;20000;5
8532;61;1;20/03/2025;18000;5
8982;61;3;15/04/2025;22000;5
250;61;16;26/01/2024;28000;5
933;61;25;28/03/2024;75000;5
2219;61;24;24/07/2024;25000;5
2554;61;24;26/08/2024;25000;5
3026;61;24;14/09/2024;25000;5
5490;61;5;07/12/2024;27000;5
5941;61;14;22/12/2024;28000;4
6422;61;14;08/01/2025;28000;4
8374;61;1;15/03/2025;18000;4
9533;61;1;16/06/2025;18000;5
9810;61;2;23/07/2025;20000;5
511;61;12;19/02/2024;22000;4
951;61;9;30/03/2024;30000;5
1720;61;28;05/06/2024;200000;4
2620;61;24;01/09/2024;25000;5
2678;61;24;03/09/2024;25000;5
3670;61;4;05/10/2024;24000;4
4664;61;7;09/11/2024;29000;5
6371;61;14;06/01/2025;28000;4
2222;61;26;24/07/2024;175000;5
6800;61;3;21/01/2025;22000;4
7395;61;1;12/02/2025;18000;5
8932;61;2;09/04/2025;20000;4
6335;61;14;05/01/2025;28000;5
6837;61;2;23/01/2025;20000;5
9077;61;2;25/04/2025;20000;4
95;61;22;11/01/2024;110000;5
400;61;5;09/02/2024;27000;5
385;62;14;07/02/2024;28000;4
1399;62;9;08/05/2024;30000;4
1456;62;24;12/05/2024;25000;5
1719;62;28;05/06/2024;200000;5
2381;62;24;10/08/2024;25000;5
2512;62;24;22/08/2024;25000;5
2790;62;21;07/09/2024;65000;5
2999;62;24;13/09/2024;25000;5
4187;62;9;23/10/2024;30000;4
5829;62;9;19/12/2024;30000;5
7783;62;3;25/02/2025;22000;5
8219;62;2;09/03/2025;20000;5
9921;62;1;06/08/2025;18000;4
1220;62;4;23/04/2024;24000;5
1257;62;16;26/04/2024;28000;5
4061;62;4;19/10/2024;24000;4
6850;62;3;23/01/2025;22000;4
7331;62;1;10/02/2025;18000;5
8024;62;1;03/03/2025;18000;5
8879;62;3;02/04/2025;22000;5
9859;62;1;30/07/2025;18000;5
102;62;17;12/01/2024;27000;4
1633;62;20;29/05/2024;22000;5
3817;62;4;10/10/2024;24000;5
6055;62;14;26/12/2024;28000;5
2202;62;3;23/07/2024;22000;5
3689;62;9;05/10/2024;30000;5
4586;62;10;06/11/2024;29000;4
6672;62;2;17/01/2025;20000;5
7779;62;3;25/02/2025;22000;5
8754;62;2;28/03/2025;20000;4
5550;62;3;09/12/2024;22000;4
3078;62;22;16/09/2024;110000;5
4755;62;8;12/11/2024;30000;4
5862;62;14;20/12/2024;28000;4
1600;63;12;26/05/2024;22000;5
1739;63;2;07/06/2024;20000;5
2448;63;24;16/08/2024;25000;5
3192;63;24;19/09/2024;25000;4
3583;63;4;02/10/2024;24000;5
3656;63;8;04/10/2024;30000;4
3977;63;9;15/10/2024;30000;4
5102;63;7;24/11/2024;29000;5
5240;63;8;29/11/2024;30000;5
6490;63;14;10/01/2025;28000;5
6994;63;1;29/01/2025;18000;5
8606;63;1;23/03/2025;18000;4
9287;63;1;16/05/2025;18000;4
9500;63;1;12/06/2025;18000;5
627;63;6;01/03/2024;27000;5
1443;63;20;11/05/2024;22000;5
2005;63;24;05/07/2024;25000;4
2038;63;25;08/07/2024;75000;5
3400;63;23;26/09/2024;55000;5
4848;63;5;15/11/2024;27000;5
7897;63;3;28/02/2025;22000;5
10014;63;1;16/08/2025;18000;4
124;63;7;15/01/2024;29000;4
919;63;23;26/03/2024;55000;5
2389;63;24;10/08/2024;25000;5
3303;63;22;23/09/2024;110000;5
3317;63;24;23/09/2024;25000;5
4577;63;5;06/11/2024;27000;4
5711;63;6;15/12/2024;27000;5
8186;63;2;08/03/2025;20000;4
8279;63;3;11/03/2025;22000;5
4981;63;1;20/11/2024;18000;5
7172;63;4;04/02/2025;24000;4
10147;63;4;03/09/2025;24000;4
7658;63;2;21/02/2025;20000;5
403;64;11;09/02/2024;25000;5
645;64;7;02/03/2024;29000;5
768;64;14;11/03/2024;28000;4
2652;64;24;02/09/2024;25000;4
2907;64;22;10/09/2024;110000;5
5866;64;14;20/12/2024;28000;4
7570;64;1;18/02/2025;18000;5
7902;64;4;28/02/2025;24000;5
8674;64;1;25/03/2025;18000;5
9126;64;2;01/05/2025;20000;4
9982;64;3;12/08/2025;22000;4
2028;64;3;08/07/2024;22000;5
2852;64;21;09/09/2024;65000;4
3643;64;5;04/10/2024;27000;4
4075;64;8;19/10/2024;30000;4
4412;64;9;01/11/2024;30000;4
6381;64;14;06/01/2025;28000;4
8195;64;2;08/03/2025;20000;5
8968;64;3;13/04/2025;22000;4
10038;64;2;20/08/2025;20000;5
10136;64;1;03/09/2025;18000;4
839;64;24;17/03/2024;25000;4
1226;64;19;23/04/2024;18000;4
2088;64;22;13/07/2024;110000;5
2253;64;27;27/07/2024;250000;5
3488;64;22;29/09/2024;110000;5
3553;64;23;01/10/2024;55000;5
9948;64;4;08/08/2025;24000;5
2445;64;24;16/08/2024;25000;5
2922;64;23;10/09/2024;55000;5
3515;64;22;30/09/2024;110000;5
8502;64;1;19/03/2025;18000;5
9937;64;3;07/08/2025;22000;5
3095;64;22;17/09/2024;110000;4
5521;64;4;08/12/2024;24000;4
9575;64;1;22/06/2025;18000;4
1761;64;3;09/06/2024;22000;4
5199;64;2;28/11/2024;20000;4
6212;64;14;01/01/2025;28000;5
7390;64;4;11/02/2025;24000;4
898;65;11;24/03/2024;25000;4
1011;65;3;03/04/2024;22000;4
1102;65;4;11/04/2024;24000;4
1462;65;13;13/05/2024;25000;5
1814;65;19;14/06/2024;18000;4
2017;65;2;07/07/2024;20000;5
2580;65;24;28/08/2024;25000;4
2840;65;23;08/09/2024;55000;5
4199;65;4;24/10/2024;24000;4
4871;65;3;16/11/2024;22000;4
6788;65;2;21/01/2025;20000;4
8041;65;3;03/03/2025;22000;5
9084;65;1;26/04/2025;18000;5
79;65;8;10/01/2024;30000;5
521;65;15;20/02/2024;30000;5
750;65;10;10/03/2024;29000;5
876;65;27;21/03/2024;250000;5
1414;65;5;09/05/2024;27000;4
1757;65;19;08/06/2024;18000;4
2516;65;24;23/08/2024;25000;4
3226;65;21;21/09/2024;65000;5
3765;65;2;08/10/2024;20000;4
4053;65;11;18/10/2024;25000;5
